Time;Command;Communication;Healthcare;Accommodation;Dining;Recreation;Periphery;Maintenance;Waste;Command;Communication;Healthcare;Accommodation;Dining;Recreation;Periphery;Maintenance;Waste;ElecLoadVehicles;H2LoadVehicles;DieselLoadVehicles;CH4LoadVehicles;PV;Wind;Heating_Central;Cooling_Central
1684800;0.2945930132123111;0.23710429693276477;0.474244611296423;0.14208515715354306;0.5446281339636582;0.022784033198683194;0.12713117756213171;0.12710296563050505;0.17607925712402242;0.31499999999999995;0.23;0.45;0.15;0.6;0.023000000000000003;0.13799999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;0.000144017;0.006641;1.2142760000000001;0.0
1688400;0.3331408630300104;0.22590490466498395;0.5059285098303828;0.1630896274882426;0.4438584496858647;0.018817038915534476;0.14298354062539023;0.15189190138296618;0.16442669886198;0.32549999999999996;0.25;0.465;0.162;0.48;0.02;0.15;0.13949999999999999;0.17800000000000002;0.0285;2.357865837;7.852;12.149;0.00013593100000000002;0.006467;1.16883;0.0
1692000;0.35222910079752806;0.24573474510799279;0.46663780940208355;0.12285051262050915;0.3819379275161377;0.022910799983747454;0.1430682159813362;0.13922818285374405;0.17322858384861803;0.3325;0.2375;0.475;0.126;0.42;0.025;0.1425;0.1425;0.18400000000000002;0.0285;2.357865837;7.852;12.149;0.00011068800000000001;0.006681;1.12023;0.0
1695600;0.3204399175724911;0.2065972259301962;0.4920215141121437;0.13798380833278792;0.45785283036793883;0.041119488513024154;0.1280576201444256;0.15750784279699154;0.18020726996712155;0.35;0.225;0.5;0.13799999999999998;0.42;0.04;0.135;0.15;0.196;0.0285;2.357865837;7.852;12.149;6.563800000000001e-05;0.007241;1.085289;0.0
1699200;0.26447489481439806;0.22910277079634653;0.41776048527901244;0.14502435185470358;0.5072536663470915;0.0478280906301692;0.1165953835207752;0.11896386021490125;0.18659141432945808;0.28;0.2125;0.4;0.132;0.48;0.05;0.1275;0.12;0.18;0.0285;2.357865837;7.852;12.149;1.2078e-05;0.011035999999999999;1.082111;0.0
1702800;0.3034338064739846;0.1883112231994762;0.42276892938551286;0.1618169051588116;0.49867676709876;0.06452162805497384;0.11937590802021442;0.12780911819625754;0.18834224584581905;0.28;0.2075;0.4;0.168;0.54;0.06;0.1245;0.12;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.014256999999999999;1.134072;0.0
1706400;0.23245999452678506;0.21085757167709146;0.3277760134780941;0.24803058621465734;0.5211707824795411;0.09440319200974732;0.1429739112872765;0.10437792049604688;0.18843413788649488;0.245;0.2225;0.35;0.24;0.57;0.09;0.1335;0.105;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.0;0.015804;1.229795;0.0
1710000;0.229030908633298;0.230343654107564;0.3246988261742169;0.5271725244371488;0.6171671666062591;0.10393776338580983;0.12842407958645657;0.09869425053752312;0.17186737251330966;0.21;0.225;0.3;0.48;0.6;0.1;0.135;0.09;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.015499;1.247212;0.0
1713600;0.12680851448289343;0.21478443146525866;0.1895211119133676;0.5115321934676913;0.47306448591157424;0.10039930036630026;0.13925400601957566;0.05928417960327509;0.18916313995932182;0.14;0.2275;0.2;0.54;0.48;0.095;0.1365;0.06;0.182;0.0285;2.357865837;7.852;12.149;0.0;0.013764;1.1823730000000001;0.0
1717200;0.09499351561029659;0.24141055765293296;0.1429966630777781;0.5234913812041905;0.25546499914594706;0.07934191425152887;0.14935906304627114;0.043896963538581454;0.16559049073877893;0.105;0.2325;0.15;0.54;0.24;0.085;0.13949999999999999;0.045;0.17;0.0285;2.357865837;7.852;12.149;0.0;0.011163000000000001;1.136973;0.0
1720800;0.06542747304070892;0.23305147268071866;0.09173363996819217;0.2744647548055196;0.06302439621882014;0.038697674857420344;0.12763317185701753;0.03028592701656365;0.1628194208606507;0.07;0.225;0.1;0.3;0.06;0.04;0.135;0.03;0.15;0.0285;2.357865837;7.852;12.149;0.0;0.008545;1.153716;0.0
1724400;0.07011092264040263;0.2034950914212714;0.09555902928997555;0.12866774907681905;0.057642210986251684;0.01976489526345472;0.11864609462325518;0.03193338821174632;0.08477767574429784;0.07;0.2125;0.1;0.12;0.06;0.02;0.1275;0.03;0.08;0.0285;2.357865837;7.852;12.149;0.0;0.005889;1.173802;0.0
1728000;0.06686230927013775;0.2071836883973483;0.09800232375904477;0.06349482265753247;0.05523536267160464;0.009835743352980496;0.11199070318110708;0.028124473308912462;0.04182043232358756;0.07;0.2;0.1;0.06;0.06;0.01;0.12;0.03;0.04;0.0285;2.357865837;7.852;12.149;0.0;0.003321;1.170136;0.0
1731600;0.0661484775255448;0.21067635824698583;0.09799224387869318;0.04497006702117692;0.06200511271399915;0.0051334106376927915;0.11344765070538573;0.03101429640788518;0.020296271831054657;0.07;0.2;0.1;0.048;0.06;0.005;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.001399;1.199185;0.0
1735200;0.0706894811426087;0.19821900655443186;0.09941949995497086;0.02898775071434184;0.0619399285524968;0.008740635519145109;0.11295585585435663;0.03195723693226628;0.020284626829476092;0.07;0.2;0.1;0.03;0.06;0.008;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.000587;1.2171869999999998;0.0
1738800;0.06484354194251356;0.2012718440608033;0.09123687749151092;0.02579534145449954;0.05857788050352357;0.006947601093303963;0.12940515619251014;0.02984252167812388;0.020255563669864543;0.07;0.2;0.1;0.024;0.06;0.007000000000000001;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.0010249999999999999;1.22061;0.0
1742400;0.07173397569825943;0.20873232564233246;0.096928701314581;0.12173395392939154;0.2503274168369886;0.020406144098286533;0.13093592927932324;0.02762015759090603;0.057650163582600306;0.07;0.2;0.1;0.12;0.24;0.022000000000000002;0.12;0.03;0.06;0.0285;2.357865837;7.852;12.149;0.0;0.001954;1.214199;0.0
1746000;0.15194653374325978;0.2403812747053749;0.19567111053156297;0.3676178054217491;0.5454199183486206;0.029957537269054636;0.13871181184610476;0.06157715882081529;0.14904074461513633;0.14;0.225;0.2;0.36;0.57;0.028000000000000004;0.135;0.06;0.16;0.0285;2.357865837;7.852;12.149;0.0;0.002716;1.214629;0.0
1749600;0.21807011034360455;0.23481240068589268;0.3292023331868114;0.5639043347597666;0.6110744192698434;0.05453929683146704;0.16493525187207808;0.09252180274401485;0.19608944237875597;0.21;0.25;0.3;0.54;0.6;0.05;0.15;0.09;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.0033940000000000003;1.239519;0.0
1753200;0.2676571084930369;0.21705086141502883;0.4092358359119377;0.25865878111222784;0.4692263978269363;0.023665752240177293;0.1478573139544732;0.11337934392740225;0.19328459772300707;0.28;0.2375;0.4;0.24;0.48;0.025;0.1425;0.12;0.196;0.0285;2.357865837;7.852;12.149;0.0;0.004061;1.291532;0.0
1756800;0.26777304643688526;0.2107377891360967;0.44114358702393985;0.10945682977369112;0.47159173885819505;0.019531129978696223;0.12643818667603304;0.11845218964497968;0.18423150454717066;0.2975;0.225;0.425;0.12;0.48;0.02;0.135;0.1275;0.188;0.0285;2.357865837;7.852;12.149;3.528e-06;0.00532;1.3245630000000002;0.0
1760400;0.2904235665586389;0.2115855288388231;0.4544769593589617;0.09301967549923237;0.45212312120142006;0.015941119668178665;0.13673722126334334;0.14837207107430975;0.20179481211857048;0.31499999999999995;0.2175;0.45;0.09;0.42;0.015;0.13049999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;6.3871e-05;0.007196;1.330136;0.0
1764000;0.3314497401045765;0.22697805017722203;0.4977080798020921;0.08754739574560533;0.5085521815761431;0.02106764481743273;0.13481105660885626;0.16125641338687072;0.1748867096288353;0.35;0.22;0.5;0.096;0.48;0.02;0.132;0.15;0.17600000000000002;0.0285;2.357865837;7.852;12.149;0.000108711;0.008544000000000001;1.304848;0.0
1767600;0.3037991743922425;0.2275833243593834;0.4622651531309868;0.14015067412133686;0.559022378481007;0.019955829215335216;0.1196438040003621;0.13321040197145653;0.18016933832305815;0.3325;0.2075;0.475;0.132;0.57;0.02;0.1245;0.1425;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.000132522;0.007585;1.259223;0.0
1771200;0.30263618211108606;0.24262457932097622;0.40835086503766393;0.1369112230528283;0.6017584864907242;0.025267882146811003;0.13628042226764325;0.127913404470518;0.19385122834058977;0.31499999999999995;0.23;0.45;0.15;0.6;0.023000000000000003;0.13799999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;0.000137219;0.00807;1.215309;0.0
1774800;0.34395141732524637;0.2413822605761052;0.47827489259270806;0.16838162235696935;0.4483203216992681;0.020539806933884706;0.15605940393471157;0.12686827462743336;0.18855283983385485;0.32549999999999996;0.25;0.465;0.162;0.48;0.02;0.15;0.13949999999999999;0.17800000000000002;0.0285;2.357865837;7.852;12.149;0.000126537;0.010071;1.171714;0.0
1778400;0.3001490069454795;0.23092082156595686;0.4677710632857987;0.12543348021730233;0.4430941193369096;0.027121211619965824;0.14673477706885366;0.1350694214711548;0.18530665787271275;0.3325;0.2375;0.475;0.126;0.42;0.025;0.1425;0.1425;0.18400000000000002;0.0285;2.357865837;7.852;12.149;9.593600000000001e-05;0.011725;1.1254600000000001;0.0
1782000;0.3492860555247268;0.21311986006970718;0.531013601994983;0.1381923009419721;0.3887335133753026;0.037924276244891815;0.14805225434438382;0.13778107849570082;0.20260988682285197;0.35;0.225;0.5;0.13799999999999998;0.42;0.04;0.135;0.15;0.196;0.0285;2.357865837;7.852;12.149;4.9083e-05;0.012657999999999999;1.0933320000000002;0.0
1785600;0.2627261601019594;0.20557811768746426;0.3906263649819403;0.1284984624769828;0.48690426864710057;0.05077949751399027;0.12416353609325922;0.11182596971929082;0.17547715263470276;0.28;0.2125;0.4;0.132;0.48;0.05;0.1275;0.12;0.18;0.0285;2.357865837;7.852;12.149;7.126e-06;0.017117999999999998;1.093619;0.0
1789200;0.2526263821705264;0.1877504870833416;0.3792398294689142;0.17863519677198034;0.535141603380371;0.05552217369037577;0.1257733687272757;0.11264740550968297;0.19182096378452368;0.28;0.2075;0.4;0.168;0.54;0.06;0.1245;0.12;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.021112;1.1502729999999999;0.0
1792800;0.23184881792018672;0.2031579053263324;0.3465381370823321;0.22163366788066782;0.5749026332468611;0.09228439008019391;0.12796345980350657;0.11416880181127778;0.18359458799009304;0.245;0.2225;0.35;0.24;0.57;0.09;0.1335;0.105;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.0;0.024482;1.252307;0.0
1796400;0.22568132634879387;0.2115705686714154;0.2770544801597079;0.43806449885707144;0.6169052411546848;0.09595860109484301;0.13684618776990415;0.09144252720803384;0.19045008071118993;0.21;0.225;0.3;0.48;0.6;0.1;0.135;0.09;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.028054;1.275444;0.0
1800000;0.14933416383400472;0.22363260098709098;0.1915986343219603;0.535272869311076;0.43585774306843156;0.10317750000826527;0.14970097140616587;0.0586243579689406;0.1822306151072952;0.14;0.2275;0.2;0.54;0.48;0.095;0.1365;0.06;0.182;0.0285;2.357865837;7.852;12.149;0.0;0.031534;1.214557;0.0
1803600;0.11162737638128807;0.23767984185800967;0.14179397411183112;0.5819527364145876;0.22878293976778338;0.09183152886954846;0.13063304558779307;0.04517114181182795;0.16935342919963173;0.105;0.2325;0.15;0.54;0.24;0.085;0.13949999999999999;0.045;0.17;0.0285;2.357865837;7.852;12.149;0.0;0.033684;1.173354;0.0
1807200;0.0727146841842192;0.21510340619051047;0.10305731660175253;0.3066507742613057;0.05416415746153559;0.03825997656344135;0.13310713046470363;0.027410384601725655;0.15088619124008779;0.07;0.225;0.1;0.3;0.06;0.04;0.135;0.03;0.15;0.0285;2.357865837;7.852;12.149;0.0;0.033659999999999995;1.1963030000000001;0.0
1810800;0.06931010078084561;0.22415724580755597;0.10985048712747168;0.11906079215012592;0.0560283152178343;0.019012450425589647;0.11976260387774332;0.030141566500595435;0.0870950052882361;0.07;0.2125;0.1;0.12;0.06;0.02;0.1275;0.03;0.08;0.0285;2.357865837;7.852;12.149;0.0;0.034317;1.222988;0.0
1814400;0.07537054622053072;0.20103709550103815;0.10564919199960997;0.06490186809076422;0.05422968022345294;0.00926995667114628;0.12321998149603203;0.027808859730411552;0.0408245496277514;0.07;0.2;0.1;0.06;0.06;0.01;0.12;0.03;0.04;0.0285;2.357865837;7.852;12.149;0.0;0.036872;1.225027;0.0
1818000;0.06345246468454696;0.2191915152006907;0.09122917795286306;0.05093235874347326;0.06255084014227834;0.005314983713902737;0.12400565764890588;0.028489416687553844;0.018985747340861444;0.07;0.2;0.1;0.048;0.06;0.005;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.038073;1.2613889999999999;0.0
1821600;0.06516603585415412;0.2050800556401658;0.0914882631900785;0.0326200464062157;0.06262819875969287;0.008612951613503306;0.11152370554039007;0.030809816820794738;0.018070648422338135;0.07;0.2;0.1;0.03;0.06;0.008;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.037628999999999996;1.2862349999999998;0.0
1825200;0.0736111760651994;0.18173263128766703;0.10238420588884269;0.0248966468990776;0.057657538459832285;0.0075809189354018106;0.1108279992120299;0.03263757427970211;0.01944324852776365;0.07;0.2;0.1;0.024;0.06;0.007000000000000001;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.037198;1.2955750000000001;0.0
1828800;0.07201424470049238;0.20161935501637523;0.09657812275978157;0.1315252553910202;0.25602743081127644;0.02114329963891656;0.12701010072457197;0.03120810318492107;0.06518365315987146;0.07;0.2;0.1;0.12;0.24;0.022000000000000002;0.12;0.03;0.06;0.0285;2.357865837;7.852;12.149;0.0;0.038304000000000005;1.294181;0.0
1832400;0.1422850096617957;0.22440942277383313;0.21333966057125786;0.3398833383995337;0.6071350014308508;0.02789731194160906;0.1272782574346434;0.06342708494811528;0.1549033141165271;0.14;0.225;0.2;0.36;0.57;0.028000000000000004;0.135;0.06;0.16;0.0285;2.357865837;7.852;12.149;0.0;0.040854;1.2996969999999999;0.0
1836000;0.20546411074166201;0.26761525461844415;0.3072635542522619;0.5724200723521315;0.6311119168493492;0.052512798447114345;0.14124969226352013;0.08770404149352481;0.1738388397555033;0.21;0.25;0.3;0.54;0.6;0.05;0.15;0.09;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.04489;1.331049;0.0
1839600;0.2654927672255067;0.22838583908546572;0.4161186170350005;0.22226736597981275;0.49844063398709937;0.02358131999008073;0.13878107552437427;0.11417642511292783;0.20960188869795032;0.28;0.2375;0.4;0.24;0.48;0.025;0.1425;0.12;0.196;0.0285;2.357865837;7.852;12.149;0.0;0.050180999999999996;1.391278;0.0
1843200;0.290314465309192;0.24444995703598948;0.44005707760643814;0.1195214362942816;0.44878597761236216;0.02065480567569484;0.12154145359509025;0.13118479637367478;0.17186288966794333;0.2975;0.225;0.425;0.12;0.48;0.02;0.135;0.1275;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.054751;1.430709;0.0
1846800;0.3172663511471836;0.20958208918051363;0.46056683348949307;0.09072889193330815;0.40698241076813446;0.01648510712775545;0.1393572867113045;0.14250366700071815;0.1846724160162412;0.31499999999999995;0.2175;0.45;0.09;0.42;0.015;0.13049999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;6.275e-06;0.055192;1.439868;0.0
1850400;0.33167960031108934;0.21381111332079694;0.469862063052024;0.08915141964253459;0.504339228751666;0.020391202722145604;0.13736104241323918;0.13978675566370538;0.16882608634952295;0.35;0.22;0.5;0.096;0.48;0.02;0.132;0.15;0.17600000000000002;0.0285;2.357865837;7.852;12.149;1.5871e-05;0.052429;1.414783;0.0
1854000;0.32449543965831606;0.19696285159283394;0.4539140299943981;0.12819292627533577;0.5440090219711388;0.02114797797658308;0.1333387173412198;0.1423499587161229;0.17504559929638838;0.3325;0.2075;0.475;0.132;0.57;0.02;0.1245;0.1425;0.19400000000000003;0.0285;2.357865837;7.852;12.149;2.3089e-05;0.068571;1.366685;0.0
1857600;0.28581977110482254;0.24587891401770234;0.46927782773846516;0.16226822713126107;0.6305435390989802;0.02115642267847522;0.1326106417158171;0.1475909991293765;0.19984217739382878;0.31499999999999995;0.23;0.45;0.15;0.6;0.023000000000000003;0.13799999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;1.7083e-05;0.073347;1.319463;0.0
1861200;0.3379678250863307;0.27162920065685126;0.4954570527964806;0.1717645646648345;0.51372459477933;0.02104996831505696;0.14901040277864128;0.151570388716477;0.16867446213438936;0.32549999999999996;0.25;0.465;0.162;0.48;0.02;0.15;0.13949999999999999;0.17800000000000002;0.0285;2.357865837;7.852;12.149;1.0627e-05;0.070809;1.2716379999999998;0.0
1864800;0.31742552282789843;0.22031518519746376;0.46454506518449923;0.12410697098061901;0.39310499049072883;0.025807087592859358;0.13837008702559045;0.15210603507455475;0.2011288002613127;0.3325;0.2375;0.475;0.126;0.42;0.025;0.1425;0.1425;0.18400000000000002;0.0285;2.357865837;7.852;12.149;6.309e-06;0.06425499999999999;1.220046;0.0
1868400;0.3259647715892335;0.22245701578791738;0.5319903401834767;0.13630336909148813;0.39798835017517525;0.043213746331948855;0.12583983884497743;0.14207095659969066;0.17839557372077622;0.35;0.225;0.5;0.13799999999999998;0.42;0.04;0.135;0.15;0.196;0.0285;2.357865837;7.852;12.149;2.0019999999999996e-06;0.056335;1.183035;0.0
1872000;0.2881787066434613;0.22100697669359548;0.4144893611828326;0.14346115266020038;0.48663174796924247;0.049564402022738395;0.12482378106527296;0.12477295933822587;0.1731872845455316;0.28;0.2125;0.4;0.132;0.48;0.05;0.1275;0.12;0.18;0.0285;2.357865837;7.852;12.149;0.0;0.048875;1.180424;0.0
1875600;0.29443464014651294;0.19921790477058077;0.37612419700613786;0.17098454611838837;0.5093863147867422;0.05648189963942647;0.11408085591582084;0.11366819756720918;0.20628301190106185;0.28;0.2075;0.4;0.168;0.54;0.06;0.1245;0.12;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.046331000000000004;1.237816;0.0
1879200;0.26114502131596323;0.2315257112500911;0.34395479091873926;0.24986877094485588;0.5476063831420026;0.09233273085095249;0.12906425944773725;0.10161871934169213;0.2021672937920741;0.245;0.2225;0.35;0.24;0.57;0.09;0.1335;0.105;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.0;0.043082;1.342878;0.0
1882800;0.21797859004927406;0.21689055721118033;0.28602324293616405;0.477992165009696;0.6132017082858737;0.10481359908247236;0.12349436452373377;0.0872461397879583;0.19838479789718869;0.21;0.225;0.3;0.48;0.6;0.1;0.135;0.09;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.040708;1.362308;0.0
1886400;0.13514035326669244;0.2333620956548773;0.21270458018119986;0.4869266783383654;0.4976096094066982;0.08732687568361137;0.12925092602641597;0.06234019019534581;0.16385137331057031;0.14;0.2275;0.2;0.54;0.48;0.095;0.1365;0.06;0.182;0.0285;2.357865837;7.852;12.149;0.0;0.036015;1.291721;0.0
1890000;0.11144962802065357;0.2403232631111742;0.1397445461555962;0.5811788374708149;0.21907206579682273;0.09281057290438388;0.13199014078805735;0.04874986113256069;0.15785261616437166;0.105;0.2325;0.15;0.54;0.24;0.085;0.13949999999999999;0.045;0.17;0.0285;2.357865837;7.852;12.149;0.0;0.031934000000000004;1.242208;0.0
1893600;0.06479576904393591;0.2051769964915878;0.09110083280172387;0.2754037363528161;0.06113787932931568;0.038980531735252996;0.1287919967229175;0.027741363236729072;0.15601248084775188;0.07;0.225;0.1;0.3;0.06;0.04;0.135;0.03;0.15;0.0285;2.357865837;7.852;12.149;0.0;0.027952;1.2604570000000002;0.0
1897200;0.06915478872849612;0.203748301734784;0.09612806157112434;0.1166410691600983;0.061353360011654236;0.02169968978262584;0.13603078064717578;0.03205015403540639;0.0751031919938937;0.07;0.2125;0.1;0.12;0.06;0.02;0.1275;0.03;0.08;0.0285;2.357865837;7.852;12.149;0.0;0.025591000000000003;1.2822349999999998;0.0
1900800;0.07512397040118747;0.2100027118463677;0.09488616806819915;0.06195475951325295;0.05912365215082255;0.009068826290691015;0.12651831887451104;0.03217769371959642;0.04068840588411216;0.07;0.2;0.1;0.06;0.06;0.01;0.12;0.03;0.04;0.0285;2.357865837;7.852;12.149;0.0;0.02289;1.277955;0.0
1904400;0.07173754585992494;0.18679260281761884;0.09039123740222327;0.04371105594562644;0.061078304229089525;0.005328495167587136;0.1120528961391568;0.03025684671912524;0.02147784069040494;0.07;0.2;0.1;0.048;0.06;0.005;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.022446999999999998;1.309298;0.0
1908000;0.06739930663442557;0.19919924615304085;0.09723353470193022;0.02771425070681728;0.05589412743167931;0.008744744328797193;0.12163139489971778;0.03146295266329693;0.018023561527270315;0.07;0.2;0.1;0.03;0.06;0.008;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.022186;1.3284749999999999;0.0
1911600;0.07691523490389976;0.21620543489976712;0.097035156491466;0.02466033640529765;0.06481562708197797;0.007492376296396648;0.11654780764825269;0.029289967187771354;0.021895268313621496;0.07;0.2;0.1;0.024;0.06;0.007000000000000001;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.021702000000000003;1.331654;0.0
1915200;0.06961560260024792;0.19166802286134413;0.09995812253146898;0.10923720017663152;0.2196925854372277;0.020391821273300262;0.11406428846584259;0.03160276240644505;0.06131104316805962;0.07;0.2;0.1;0.12;0.24;0.022000000000000002;0.12;0.03;0.06;0.0285;2.357865837;7.852;12.149;0.0;0.019913;1.3240399999999999;0.0
1918800;0.14523749436511563;0.23165539571758068;0.219544314151689;0.36309966377489045;0.6003507896094742;0.029060202928658647;0.12834532332098544;0.05568621532875941;0.1635194592992519;0.14;0.225;0.2;0.36;0.57;0.028000000000000004;0.135;0.06;0.16;0.0285;2.357865837;7.852;12.149;0.0;0.017017;1.323836;0.0
1922400;0.2255317158273026;0.25745181045104754;0.2878963634814334;0.5298570980529437;0.642012949487711;0.05330707100902964;0.16217362332109336;0.09020436924141167;0.17357555198415914;0.21;0.25;0.3;0.54;0.6;0.05;0.15;0.09;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.014247999999999999;1.3502349999999999;0.0
1926000;0.3029290998163785;0.22124019830354055;0.42128617226980075;0.2347618740711496;0.44896029246020397;0.023419355607453892;0.14317672563342404;0.1260945782096353;0.18222060899092032;0.28;0.2375;0.4;0.24;0.48;0.025;0.1425;0.12;0.196;0.0285;2.357865837;7.852;12.149;0.0;0.012235;1.406106;0.0
1929600;0.2703901348885204;0.20882265031360445;0.41657736129867495;0.12862435892486362;0.5254763861891723;0.021213188211732063;0.14598180077724396;0.1198197014461015;0.18808579604912276;0.2975;0.225;0.425;0.12;0.48;0.02;0.135;0.1275;0.188;0.0285;2.357865837;7.852;12.149;6.909999999999999e-07;0.010936999999999999;1.4412429999999998;0.0
1933200;0.29231352589211357;0.2348745172564105;0.40607808965425607;0.08309724370734703;0.4590274633213727;0.014217124312536258;0.12390137362056439;0.13420573785260945;0.20375821068046648;0.31499999999999995;0.2175;0.45;0.09;0.42;0.015;0.13049999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;1.5701e-05;0.010558999999999999;1.446477;0.0
1936800;0.3584229275530446;0.19868549059020776;0.5489688473653265;0.09258178914539265;0.4667540130978325;0.019814018450223125;0.13097356166965043;0.16399515573200327;0.16950678996090895;0.35;0.22;0.5;0.096;0.48;0.02;0.132;0.15;0.17600000000000002;0.0285;2.357865837;7.852;12.149;3.0201e-05;0.009029;1.418173;0.0
1940400;0.32615321777478384;0.20106550093769662;0.5214197030212868;0.1398215112574697;0.6179061058628998;0.01936398955076357;0.12852519700064724;0.14411770370541035;0.1757271504053363;0.3325;0.2075;0.475;0.132;0.57;0.02;0.1245;0.1425;0.19400000000000003;0.0285;2.357865837;7.852;12.149;4.4195999999999995e-05;0.011691;1.3678350000000001;0.0
1944000;0.2848527967731333;0.22987799548681107;0.4136328089489919;0.161248786898249;0.5634664374906055;0.022992544104781798;0.14954556861999801;0.14689465317197975;0.19900431372289412;0.31499999999999995;0.23;0.45;0.15;0.6;0.023000000000000003;0.13799999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;5.8404000000000005e-05;0.014388999999999999;1.319445;0.0
1947600;0.3543281747738065;0.24200091342439672;0.43048563707855064;0.17093297957927345;0.48735330169419117;0.020147769715301612;0.15518174918318325;0.14312482276571564;0.18043042811335824;0.32549999999999996;0.25;0.465;0.162;0.48;0.02;0.15;0.13949999999999999;0.17800000000000002;0.0285;2.357865837;7.852;12.149;6.0780000000000004e-05;0.015189999999999999;1.271498;0.0
1951200;0.3124505707539969;0.24839532102593165;0.46036240554454194;0.12276483127639942;0.3822070969243024;0.02401679024865087;0.13041860421928514;0.1379218490260294;0.16925403652261012;0.3325;0.2375;0.475;0.126;0.42;0.025;0.1425;0.1425;0.18400000000000002;0.0285;2.357865837;7.852;12.149;4.4059e-05;0.01483;1.220768;0.0
1954800;0.33769812872033067;0.20548507204692723;0.5123342920505398;0.15100887947276806;0.4287130032029322;0.04088166293568046;0.12518705976483052;0.13741175739466713;0.20263399822655234;0.35;0.225;0.5;0.13799999999999998;0.42;0.04;0.135;0.15;0.196;0.0285;2.357865837;7.852;12.149;2.2233000000000002e-05;0.013706;1.185451;0.0
1958400;0.29778871608013735;0.21226173266278509;0.37235399340022335;0.13687507955354838;0.4953068666009064;0.04561405191336848;0.13248489487253834;0.11345597059267468;0.19719512641625556;0.28;0.2125;0.4;0.132;0.48;0.05;0.1275;0.12;0.18;0.0285;2.357865837;7.852;12.149;2.972e-06;0.01468;1.185349;0.0
1962000;0.2776142861361305;0.21597992815094003;0.3836103514557058;0.17608039171819004;0.5683851225329967;0.060623503350047764;0.12713970195100044;0.108365768037101;0.2032357237077207;0.28;0.2075;0.4;0.168;0.54;0.06;0.1245;0.12;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.018600000000000002;1.246375;0.0
1965600;0.2568840387843193;0.22419282926730438;0.36475000784778194;0.23042713640713056;0.5194172889656568;0.08609507418876189;0.13661365746687826;0.10367842325630736;0.2107969288943308;0.245;0.2225;0.35;0.24;0.57;0.09;0.1335;0.105;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.0;0.019454;1.356578;0.0
1969200;0.20853807859865076;0.21266004777286984;0.3192138299974218;0.5263986801213766;0.5507652423723567;0.09160696335569363;0.13746386957095183;0.09826747761698246;0.18896074625522194;0.21;0.225;0.3;0.48;0.6;0.1;0.135;0.09;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.01775;1.3813360000000001;0.0
1972800;0.14120728321338757;0.2202886340393865;0.1974798511889765;0.5086663901894202;0.509125583107744;0.08696423021504314;0.12350041554555227;0.06281939686323337;0.17811532396890253;0.14;0.2275;0.2;0.54;0.48;0.095;0.1365;0.06;0.182;0.0285;2.357865837;7.852;12.149;0.0;0.015185;1.315157;0.0
1976400;0.11500505255571927;0.2264929011928733;0.1359855636339711;0.5431427100623096;0.22380340111951008;0.08194027250860648;0.14083953396972565;0.04434518487861825;0.17493950553042248;0.105;0.2325;0.15;0.54;0.24;0.085;0.13949999999999999;0.045;0.17;0.0285;2.357865837;7.852;12.149;0.0;0.012484;1.270362;0.0
1980000;0.07249725456564866;0.23226461621692657;0.10966292914276639;0.3202118087967186;0.061703609202810886;0.04130347829799991;0.12371968544480484;0.03267973879488346;0.14971113392597604;0.07;0.225;0.1;0.3;0.06;0.04;0.135;0.03;0.15;0.0285;2.357865837;7.852;12.149;0.0;0.010383;1.295074;0.0
